"个人客户","-","-","2011-03-27T16:38:33","2011-03-27T16:38:33","0","1","2","0.0"
"重点客户","-","-","2011-03-27T16:19:37","2011-03-27T16:19:37","0","3","2","0.0"
"集团客户","-","-","2010-12-14T00:00:00","2010-12-14T00:00:00","0","1","2","0.0"
"个人客户","会员","-","2015-10-09T09:57:00","2015-10-09T09:57:00","0","1","2","0.0"
"重点客户","站领导","-","2010-12-14T00:00:00","2010-12-14T00:00:00","0","1","2","0.0"
"集团客户","中信银行","-","2011-03-27T16:35:43","2011-03-27T16:35:43","0","37","67","0.0"
"集团客户","交通银行","-","2011-03-27T16:57:44","2011-03-27T16:57:44","0","35","51","0.0"
"集团客户","农业银行","-","2011-03-27T16:58:22","2011-03-27T16:58:22","0","33","53","0.0"
"集团客户","建设银行","-","2011-03-27T16:58:40","2011-03-27T16:58:40","0","36","50","0.0"
"集团客户","招商银行","-","2015-10-08T15:32:16","2015-10-08T15:32:16","50","38","57","0.0"
"集团客户","民生银行","-","2011-03-27T16:59:08","2011-03-27T16:59:08","0","42","52","0.0"
"个人客户","会员","长江水利委员会","2015-10-09T09:57:58","2015-10-09T09:57:58","100","1","2","0.0"
"个人客户","会员","湖北省电力公司","2015-10-09T09:57:47","2015-10-09T09:57:47","100","1","2","0.0"
"个人客户","会员","中国石化","2015-10-09T09:57:24","2015-10-09T09:57:24","100","1","2","0.0"
"集团客户","交通银行","VIP理财卡","2016-03-15T14:54:11","2016-03-15T14:54:11","3","1","2","0.0"
"集团客户","建设银行","乐当家理财白金卡","2015-10-09T10:33:16","2015-10-09T10:33:16","1","1","2","0.0"
"集团客户","招商银行","白金信用卡","2015-10-09T10:36:03","2015-10-09T10:36:03","100","1","2","0.0"
"集团客户","招商银行","私人银行卡","2015-10-09T10:42:53","2015-10-09T10:42:53","4","1","2","0.0"
"集团客户","招商银行","无限卡","2015-10-09T10:36:49","2015-10-09T10:36:49","4","1","2","0.0"
"集团客户","招商银行","员工证","2015-10-08T16:21:49","2015-10-08T16:21:49","100","1","2","0.0"
"集团客户","民生银行","钻石卡","2015-10-09T11:02:10","2015-10-09T11:02:10","100","1","2","0.0"
"集团客户","民生银行","金卡","2015-10-09T11:02:01","2015-10-09T11:02:01","100","1","2","0.0"
"集团客户","民生银行","银卡","2015-10-09T11:02:32","2015-10-09T11:02:32","100","1","2","0.0"
"集团客户","民生银行","员工证","2015-10-09T11:03:38","2015-10-09T11:03:38","100","1","2","0.0"
"集团客户","民生银行","园丁卡","2015-10-09T11:01:35","2015-10-09T11:01:35","100","1","2","0.0"
"集团客户","中信银行","贵宾理财白金卡","2016-04-28T10:57:21","2016-04-28T10:57:21","100","1","2","0.0"
"集团客户","交通银行","交银理财卡","2016-03-15T14:54:27","2016-03-15T14:54:27","1","1","2","0.0"
"集团客户","民生银行","白衣天使卡","2015-10-09T11:02:45","2015-10-09T11:02:45","100","1","2","0.0"
"集团客户","建设银行","白金信用卡","2015-10-09T10:34:19","2015-10-09T10:34:19","1","1","2","0.0"
"集团客户","农业银行","白金卡","2015-10-09T10:24:59","2015-10-09T10:24:59","2","1","2","0.0"
"集团客户","农业银行","钻石卡","2009-01-01T00:00:00","2010-12-31T00:00:00","3","1","2","0.0"
"集团客户","农业银行","员工卡","2009-01-01T00:00:00","2010-12-31T00:00:00","3","1","2","0.0"
"集团客户","农业银行","金卡","2015-10-09T10:25:11","2015-10-09T10:25:11","1","1","2","0.0"
"集团客户","汉口银行","九通至尊白金卡","2011-03-28T19:40:14","2011-03-28T19:40:14","2","1","2","0.0"
"集团客户","汉口银行","九通至尊金卡","2011-03-28T19:40:19","2011-03-28T19:40:19","2","1","2","0.0"
"集团客户","汉口银行","九通金卡","2011-03-28T19:40:33","2011-03-28T19:40:33","2","1","2","0.0"
"集团客户","汉口银行","九通秀卡","2010-08-24T00:00:00","2011-08-24T00:00:00","2","1","2","0.0"
"集团客户","汉口银行","九通至尊钻石卡","2011-03-28T19:40:23","2011-03-28T19:40:23","2","1","2","0.0"
"集团客户","中信银行","电话预约","2015-10-09T10:19:35","2015-10-09T10:19:35","100","1","2","0.0"
"集团客户","交通银行","电话预约","2015-10-09T10:22:45","2015-10-09T10:22:45","100","1","2","0.0"
"集团客户","农业银行","电话预约","2015-10-09T10:24:45","2015-10-09T10:24:45","100","1","2","0.0"
"集团客户","建设银行","电话预约","2015-10-09T10:33:55","2015-10-09T10:33:55","100","1","2","0.0"
"集团客户","民生银行","电话预约","2015-10-09T11:01:44","2015-10-09T11:01:44","100","1","2","0.0"
"集团客户","招商银行","电话预约","2015-10-09T10:42:29","2015-10-09T10:42:29","100","1","2","0.0"
"集团客户","汉口银行","电话预约","2015-10-09T11:06:47","2015-10-09T11:06:47","100","1","2","0.0"
"集团客户","中国银行","中银理财","2015-10-09T10:18:54","2015-10-09T10:18:54","100","1","2","0.0"
"集团客户","中国银行","中银财富管理","2015-10-09T10:19:11","2015-10-09T10:19:11","100","1","2","0.0"
"集团客户","中国银行","电话预约","2011-09-19T20:29:02","2011-09-19T20:29:02","100","1","2","0.0"
"集团客户","中国银行","中银白金卡","2015-10-09T10:19:03","2015-10-09T10:19:03","100","1","2","0.0"
"集团客户","中国银行","中银国际卡","2015-10-09T10:18:33","2015-10-09T10:18:33","100","1","2","0.0"
"集团客户","中国银行","员工证","2011-03-28T19:37:35","2011-03-28T19:37:35","2","1","2","0.0"
"个人客户","散客","50人以内","2015-10-09T15:37:16","2015-10-09T15:37:16","50","1","2","100.0"
"个人客户","散客","100人以内","2015-10-08T16:27:42","2015-10-08T16:27:42","100","1","2","50.0"
"重点客户","站领导","默认","2015-10-09T10:11:58","2015-10-09T10:11:58","100","1","2","0.0"
"集团客户","武商集团","-","2011-03-27T16:59:02","2011-03-27T16:59:02","0","1","2","0.0"
"集团客户","武商集团","黑金卡","2016-03-30T12:39:22","2016-03-30T12:39:22","3","1","2","0.0"
"集团客户","汉口银行","-","2011-03-27T16:59:51","2011-03-27T16:59:51","0","27","2","0.0"
"集团客户","中国银行","-","2011-03-27T16:57:17","2011-03-27T16:57:17","0","1","66","0.0"
"集团客户","招商银行","钻石金葵花卡","2015-10-09T10:43:29","2015-10-09T10:43:29","4","1","2","0.0"
"集团客户","招商银行","黑色金葵花卡","2015-10-09T10:43:10","2015-10-09T10:43:10","100","1","2","0.0"
"集团客户","工商银行","-","2011-08-01T12:37:38","2011-08-01T12:37:38","0","1","47","0.0"
"集团客户","工商银行","工银商友卡","2015-10-09T10:29:04","2015-10-09T10:29:04","1","41","47","0.0"
"集团客户","工商银行","电话预约","2015-10-09T10:29:23","2015-10-09T10:29:23","100","41","47","0.0"
"集团客户","工商银行","白金卡","2015-10-09T10:30:32","2015-10-09T10:30:32","1","41","47","0.0"
"集团客户","农业银行","公务卡","2015-10-09T10:24:22","2015-10-09T10:24:22","1","1","2","0.0"
"集团客户","建设银行","私人银行卡","2012-06-15T16:49:44","2012-06-15T16:49:44","2","1","2","0.0"
"集团客户","汉口银行","九通信用卡","2012-08-20T18:48:55","2012-08-20T18:48:55","2","1","2","0.0"
"集团客户","工商银行","军队公务卡","2015-10-09T10:32:05","2015-10-09T10:32:05","1","1","2","0.0"
"个人客户","会员","华泰证券","2015-10-09T10:19:18","2015-10-09T10:19:18","100","1","2","0.0"
"个人客户","会员","长江山峡集团有限公司","2015-10-09T09:57:53","2015-10-09T09:57:53","100","1","2","0.0"
"集团客户","武汉农村商业银行","汉卡金卡","2015-10-09T10:49:09","2015-10-09T10:49:09","3","1","2","0.0"
"集团客户","武汉农村商业银行","汉卡","2015-10-09T10:58:40","2015-10-09T10:58:40","1","1","2","0.0"
"集团客户","武汉农村商业银行","-","2015-10-08T15:37:49","2015-10-08T15:37:49","0","1","2","0.0"
"集团客户","武汉农村商业银行","汉卡白金卡","2015-10-09T10:58:27","2015-10-09T10:58:27","4","1","2","0.0"
"集团客户","潜江农信社","福卡钻石卡","2015-10-09T11:12:28","2015-10-09T11:12:28","3","1","2","0.0"
"集团客户","荆州农信社","福卡钻石卡","2015-10-09T11:17:23","2015-10-09T11:17:23","4","1","2","0.0"
"集团客户","潜江农信社","-","2015-10-08T16:13:58","2015-10-08T16:13:58","0","1","2","0.0"
"集团客户","荆州农信社","-","2015-10-08T16:15:40","2015-10-08T16:15:40","10","1","2","0.0"
"集团客户","商务座","-","2015-10-08T16:17:01","2015-10-08T16:17:01","100","1","2","0.0"
"集团客户","商务座","商务座","2015-10-08T16:18:16","2015-10-08T16:18:16","100","1","2","0.0"
"个人客户","散客","-","2015-10-08T16:25:49","2015-10-08T16:25:49","100","1","2","50.0"
"个人客户","会员","长江委勘测设计研究院","2015-10-09T09:59:30","2015-10-09T09:59:30","100","1","2","0.0"
"个人客户","会员","华中科技大","2015-10-09T09:59:56","2015-10-09T09:59:56","100","1","2","0.0"
"个人客户","会员","中国移动","2015-10-09T10:00:17","2015-10-09T10:00:17","100","1","2","0.0"
"个人客户","会员","湖北中烟","2015-10-09T10:00:37","2015-10-09T10:00:37","100","1","2","0.0"
"个人客户","会员","荆州华侨国际城","2015-10-09T10:01:04","2015-10-09T10:01:04","100","1","2","0.0"
"个人客户","会员","中石油湖北销售公司","2015-10-09T10:01:39","2015-10-09T10:01:39","100","1","2","0.0"
"个人客户","会员","荆州电力公司","2015-10-09T10:02:00","2015-10-09T10:02:00","100","1","2","0.0"
"个人客户","会员","中建三局集团有限公司","2015-10-09T10:02:33","2015-10-09T10:02:33","100","1","2","0.0"
"个人客户","会员","中国石油化工湖北化肥分公司（枝江中石化）","2015-10-09T10:03:21","2015-10-09T10:03:21","100","1","2","0.0"
"个人客户","会员","零点传媒","2015-10-09T10:03:37","2015-10-09T10:03:37","100","1","2","0.0"
"集团客户","中国银行","军人保障卡","2015-10-09T10:20:23","2015-10-09T10:20:23","1","1","2","0.0"
"集团客户","中国银行","军人工资卡辅卡","2015-10-09T10:20:33","2015-10-09T10:20:33","1","1","2","0.0"
"集团客户","中国银行","武警保障卡","2015-10-09T10:20:42","2015-10-09T10:20:42","1","1","2","0.0"
"集团客户","工商银行","工银财富卡","2015-10-09T10:31:08","2015-10-09T10:31:08","1","1","2","0.0"
"集团客户","建设银行","财富卡","2015-10-09T10:34:52","2015-10-09T10:34:52","2","1","2","0.0"
"集团客户","武汉农村商业银行","电话预约","2015-10-09T10:59:24","2015-10-09T10:59:24","100","1","2","0.0"
"集团客户","民生银行","商户卡","2015-10-09T11:04:26","2015-10-09T11:04:26","100","1","2","0.0"
"集团客户","民生银行","家园卡","2015-10-09T11:05:02","2015-10-09T11:05:02","100","1","2","0.0"
"集团客户","汉口银行","九通白金卡","2015-10-09T11:06:17","2015-10-09T11:06:17","2","1","2","0.0"
"集团客户","汉口银行","九通薪资卡","2015-10-09T11:07:11","2015-10-09T11:07:11","2","1","2","0.0"
"集团客户","汉口银行","九通萌卡","2015-10-09T11:07:46","2015-10-09T11:07:46","2","1","2","0.0"
"集团客户","汉口银行","九通车卡","2015-10-09T11:08:03","2015-10-09T11:08:03","2","1","2","0.0"
"集团客户","汉口银行","九通旅游金卡","2015-10-09T11:08:35","2015-10-09T11:08:35","2","1","2","0.0"
"集团客户","潜江农信社","福卡员工卡","2015-10-09T11:12:58","2015-10-09T11:12:58","3","1","2","0.0"
"集团客户","潜江农信社","福卡白金卡","2015-10-09T11:13:13","2015-10-09T11:13:13","3","1","2","0.0"
"集团客户","潜江农信社","电话预约","2015-10-09T11:13:36","2015-10-09T11:13:36","100","1","2","0.0"
"集团客户","荆州农信社","福卡员工卡","2015-10-09T11:18:03","2015-10-09T11:18:03","4","1","2","0.0"
"集团客户","荆州农信社","福卡金卡","2015-10-09T11:18:54","2015-10-09T11:18:54","2","1","2","0.0"
"集团客户","荆州农信社","福卡白金卡","2015-10-09T11:19:30","2015-10-09T11:19:30","3","1","2","0.0"
"集团客户","荆州农信社","劳模尊享卡","2015-10-09T11:19:48","2015-10-09T11:19:48","3","1","2","0.0"
"集团客户","荆州农信社","福卡","2015-10-09T17:26:25","2015-10-09T17:26:25","2","1","2","0.0"
"个人客户","会员","华中电网","2015-12-02T16:05:40","2015-12-02T16:05:40","100","1","2","0.0"
"集团客户","武商集团","VIP卡","2016-03-30T12:39:58","2016-03-30T12:39:58","2","1","2","0.0"
"集团客户","武商集团","电话预约","2016-03-30T12:41:17","2016-03-30T12:41:17","100","1","2","0.0"
"集团客户","中信银行","金卡","2016-04-28T10:55:58","2016-04-28T10:55:58","100","1","2","0.0"
"集团客户","中信银行","普卡","2016-04-28T10:56:52","2016-04-28T10:56:52","100","1","2","0.0"
"集团客户","中信银行","钻石卡","2016-04-28T10:57:08","2016-04-28T10:57:08","100","1","2","0.0"
"个人客户","会员","外賓團隊","2016-05-27T13:52:56","2016-05-27T13:52:56","100","1","2","0.0"
"集团客户","小胡鸭","-","2016-07-15T10:14:04","2016-07-15T10:14:04","0","1","2","0.0"
"集团客户","小胡鸭","电话预约","2016-07-15T10:15:06","2016-07-15T10:15:06","100","1","2","0.0"
"集团客户","周黑鸭","-","2016-07-15T10:15:40","2016-07-15T10:15:40","100","1","2","0.0"
"集团客户","周黑鸭","电话预约","2016-07-15T10:16:02","2016-07-15T10:16:02","100","1","2","0.0"
"集团客户","荆州湖北银行","-","2016-10-12T15:28:18","2016-10-12T15:28:18","100","1","2","0.0"
"集团客户","荆州湖北银行","钻石卡","2016-10-12T15:28:36","2016-10-12T15:28:36","3","1","2","0.0"
"集团客户","荆州湖北银行","公务卡","2016-10-12T15:28:54","2016-10-12T15:28:54","2","1","2","0.0"
"集团客户","荆州湖北银行","白金卡","2016-10-12T15:29:07","2016-10-12T15:29:07","2","1","2","0.0"
"集团客户","荆州湖北银行","金卡","2016-10-12T15:29:29","2016-10-12T15:29:29","1","1","2","0.0"
"集团客户","周黑鸭","VIP","2017-01-17T16:18:28","2017-01-17T16:18:28","0","1","2","0.0"
"集团客户","同程旅游","-","2017-01-22T16:37:47","2017-01-22T16:37:47","0","1","2","0.0"
"集团客户","同程旅游","VIP卡","2017-01-22T16:38:59","2017-01-22T16:38:59","0","1","2","0.0"
"集团客户","同程旅游","电话预约","2017-01-22T16:39:54","2017-01-22T16:39:54","0","1","2","0.0"
